article,derived_type,in_fg_master,in_bom_parent,in_bom_component,in_all_sku,catalog_type,catalog_entity,process_category,routing_status,is_multilevel_sfg,in_wip_set,gap_flags
Pumpkin Seeds 100g (B07GQRWYNP),fg,,,,Y,fg,cfpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Pumpkin Seeds 500G (B07GQWST7Y) FBA,fg,Y,Y,,Y,fg,cfpl,Sorting + Roasting + Packaging,routed,,,
Pumpkin Seeds Roasted,fg,Y,Y,Y,Y,fg,cfpl,Sorting + Roasting (Bulk Packaging,routed,Y,Y,MULTILEVEL_SFG (component+has-BOM)
Pumpkin Seeds Roasted and Salted,fg,Y,Y,,Y,fg,cfpl,Flavouring (Bulk Packaging,routed,,Y,
Pure Maple Syrup,rm,,,Y,Y,rm,cfpl,,n/a,,,
Quinoa Flakes,rm,,,,Y,rm,cfpl,,n/a,,,
Quinoa Puff Base,rm,,,,Y,rm,cfpl,,n/a,,,
Quinoa Seeds,rm,,,,Y,rm,cfpl,,n/a,,,
QWIKSNAX ALMONDS & CASHEWS MIX-25G,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
QWIKSNAX CRANBERRIES CHTPTA MIX-30G,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Rabbi Dates,rm,,,,Y,rm,cdpl,,n/a,,,
RAGI,rm,,,Y,Y,rm,cfpl,,n/a,,,
Ragi Flakes,rm,,,,Y,rm,cfpl,,n/a,,,
Ragi Puff,rm,,,Y,Y,rm,cfpl,,n/a,,,
Raisin Green,rm,,,,Y,rm,cfpl,,n/a,,,
Raisins 200G (B07GRBFFMR) FBA,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Rajgira Atta,rm,,,Y,Y,rm,cfpl,,n/a,,,
Rajgira Puff (Lahi),rm,,,Y,Y,rm,cfpl,,n/a,,,
Raspberry Flavour 240323,rm,,,Y,Y,rm,cfpl,,n/a,,,
RD Safavi Dates 250g,fg,,,,Y,fg,cdpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Re Engraving of Cylinders_Design Plates,pm,,,,Y,pm,cfpl,,n/a,,,
Red Chilli Oleoresin (Cap Oleoresin 4010000030),rm,,,,Y,rm,cfpl,,n/a,,,
Red Dates Seedless 500 Gm,fg,Y,Y,,Y,fg,cfpl,De-seeding + Packaging,routed,,,
Red Kharik Dry Dates,rm,,,Y,Y,rm,cfpl,,n/a,,,
Refined Fine Powder Iodized Salt Prime,rm,,,Y,Y,rm,cfpl,,n/a,,,
Refined Fine Powder Iodized Salt Prime - TPL,rm,,,Y,Y,rm,cfpl,,n/a,,,
Rhine Valley Almond & Coffee Date Bar 50gm,fg,Y,Y,Y,Y,fg,cfpl,Sorting + Blending + Bar Forming + Packaging,routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
Rhine Valley Almond & Cranberry Date Bar 50gm,fg,Y,Y,,Y,fg,cfpl,Sorting + Blending + Bar Forming + Packaging,routed,,,
Rhine Valley Almond & Orange Dark Chocolate Date Bar 50gm,fg,Y,Y,,Y,fg,cfpl,Sorting + Blending + Bar Forming + Packaging,routed,,,
Rhine Valley Barbeque Trail Mix 100gm,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
Rhine Valley Black Pepper Trail Mix 100gm,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
Rhine Valley Fruit & Nut Date Bar 50gm,fg,Y,Y,,Y,fg,cfpl,Sorting + Blending + Bar Forming + Packaging,routed,,,
Rhine Valley Himalayan Pink Salt Trail Mix 100gm,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
Rhine Valley Masala Trail mix 100g,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
Rhine Valley Peri Peri Trail Mix 100gm,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
"Rhine Valley Raspberry, Almond & Dark Chocolate Date Bar 50gm",fg,Y,Y,,Y,fg,cfpl,Sorting + Blending + Bar Forming + Packaging,routed,,,
Rhine Valley Rose & Pistachio Date Bar 50gm,fg,Y,Y,,Y,fg,cfpl,Sorting + Blending + Bar Forming + Packaging,routed,,,
Rice Atta,rm,,,Y,Y,rm,cfpl,,n/a,,,
Rice Bran Oil,rm,,,Y,Y,rm,cfpl,,n/a,,,
Rice Crispy,rm,,,Y,Y,rm,cfpl,,n/a,,,
Rice Crispy - 18%,rm,,,Y,Y,rm,cfpl,,n/a,,,
Rice Lahi,rm,,,Y,Y,rm,cfpl,,n/a,,,
Roasted & Salted Almonds,fg,Y,Y,Y,Y,fg,cfpl,Flavouring (Bulk Packaging,routed,Y,Y,MULTILEVEL_SFG (component+has-BOM)
Roasted & Salted Almonds 140g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Roasted & Salted Almonds 75g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Roasted & Salted Almonds 90g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Roasted & Salted Almonds Bulk,fg,Y,Y,Y,Y,fg,cfpl,Flavouring + Roasting +Bulk Packaging,routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
Roasted & Salted Cashew,fg,Y,Y,Y,Y,fg,cfpl,Flavouring + Roasting +Bulk Packaging,routed,Y,Y,MULTILEVEL_SFG (component+has-BOM)
Roasted & Salted Cashew  140g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Roasted & Salted Cashew 75gm,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Roasted & Salted Cashew 90gm,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Roasted & Salted Cashew Bulk,fg,Y,Y,Y,Y,fg,cfpl,Flavouring + Roasting +Bulk Packaging,routed,Y,Y,MULTILEVEL_SFG (component+has-BOM)
Roasted & Salted Pecan Nuts 75gm,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
Roasted & Salted Pista 230g,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
Roasted & Salted Pista 75gm,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Roasted Black Sesame (Kale Til) Seeds,fg,Y,Y,,Y,fg,cfpl,Sorting + Roasting (Bulk Packaging,routed,,Y,
ROASTED BLANCHED PEANUT WHOLE,rm,,,,Y,rm,cfpl,,n/a,,,
Roasted Cashew Bulk,fg,Y,Y,Y,Y,fg,cfpl,Flavouring + Roasting +Bulk Packaging,routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
ROASTED CORN,rm,,,,Y,rm,cfpl,,n/a,,,
Roasted Flax Seeds,fg,Y,Y,Y,Y,fg,cfpl,Sorting + Roasting (Bulk Packaging,routed,Y,Y,MULTILEVEL_SFG (component+has-BOM)
Roasted Independence Almonds Bulk,fg,Y,Y,Y,Y,fg,cfpl,Flavouring + Roasting +Bulk Packaging,routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
Roasted Makhana,fg,Y,Y,Y,Y,fg,cfpl,Sorting + Roasting (Bulk Packaging,routed,Y,Y,MULTILEVEL_SFG (component+has-BOM)
Roasted Papad Ball 5%,rm,,,,Y,rm,cfpl,,n/a,,,
Roasted Peanuts,rm,Y,Y,Y,Y,rm,cfpl,Sorting + Roasting (Bulk Packaging,routed,Y,Y,MULTILEVEL_SFG (component+has-BOM)
Roasted Peanuts Split,fg,Y,Y,,Y,fg,cfpl,Sorting + Roasting (Bulk Packaging,routed,,Y,
Roasted Poppy Seed,fg,Y,Y,,Y,fg,cfpl,Sorting + Roasting (Bulk Packaging,routed,,Y,
Roasted Salted Flax Seeds,fg,Y,Y,,Y,fg,cfpl,Sorting + Roasting (Bulk Packaging,routed,,Y,
Roasted White Sesame (Safed Til) Seeds,fg,Y,Y,Y,Y,fg,cfpl,Sorting + Roasting (Bulk Packaging,routed,Y,Y,MULTILEVEL_SFG (component+has-BOM)
Rock Salt -Sendha Namak Powder,rm,,,Y,Y,rm,cfpl,,n/a,,,
Rose Flavour 060721,rm,,,Y,Y,rm,cfpl,,n/a,,,
Rose Petals,rm,,,Y,Y,rm,cfpl,,n/a,,,
Royal Delight Ajwa Dates 250 Gms,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Royal Delight Ajwa Dates 400gm,fg,,,,Y,fg,cdpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Royal Delight Ajwa Dates 5 Kgs,rm,,,,Y,rm,cdpl,,n/a,,,
Royal Delight Ajwa Dates 500 Gm,fg,,,,Y,fg,cdpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Royal Delight Ajwa Dates 500gm,fg?,,Y,,,,,,"MISSING (has BOM recipe, not in FG Master)",,,ARTICLE_NOT_IN_CATALOG; BOM_PARENT_NO_ROUTING
Royal Delight Ajwa Large 250g,fg,,,,Y,fg,cdpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Royal Delight Arabian 250gm,fg,,,,Y,fg,cdpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Royal Delight Arabian Dates 200gm,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Royal Delight Arabian Dates 250g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Royal Delight Arabian Dates 300gm,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Royal Delight Arabian Dates 500g,fg,,,,Y,fg,cdpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Royal Delight Arabian Dates 500gm,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Royal Delight Assorted Dates 500gm,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Royal Delight Dates Ajwa 800g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Royal Delight Dates Medjool Medium 250g,fg,Y,Y,,Y,fg,cfpl+cdpl,Sorting + Packaging,routed,,,
Royal Delight Dates Oman 1 Kg,fg,,,,Y,fg,cdpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Royal Delight Dates Stuffed Deri Acrylic Box 27 Pcs,fg,,,,Y,fg,cfpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Royal Delight Fard Dates 350g,fg,,,,Y,fg,cdpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Royal Delight Kimia 350 Gm,fg,,,,Y,fg,cdpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Royal Delight Kimia Dates 1kg,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Royal Delight Kimia Dates 350gm,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Royal Delight Mabroom Dates 250 Gms,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Royal Delight Mabroom Dates 5 Kgs,rm,,,,Y,rm,cdpl,,n/a,,,
Royal Delight Mazafati Dates 5 Kgs,rm,,,,Y,rm,cdpl,,n/a,,,
Royal Delight Medjool Dates 800g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Royal Delight Medjool Large 800g,fg,,,,Y,fg,cdpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Royal Delight Medjool Skin 400g,fg,,,,Y,fg,cdpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Royal Delight Medjoul Dates 250 Gms,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Royal delight Medjoul Dates 400gm,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Royal Delight Medjoul Dates 5 Kgs,rm,,,,Y,rm,cdpl,,n/a,,,
Royal Delight Oman Dates 1 Kgs,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Royal Delight Oman Dates 400 Gms,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Royal Delight Oman Dates 5 Kgs,rm,,,,Y,rm,cdpl,,n/a,,,
Royal Delight Oriental Dates 500gm,fg?,,Y,,,,,,"MISSING (has BOM recipe, not in FG Master)",,,ARTICLE_NOT_IN_CATALOG; BOM_PARENT_NO_ROUTING
Royal Delight Safavi Dates 250 Gms,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Royal Delight Safavi Dates 500gm,fg?,,Y,,,,,,"MISSING (has BOM recipe, not in FG Master)",,,ARTICLE_NOT_IN_CATALOG; BOM_PARENT_NO_ROUTING
Royal Delight Safavi Dates 5kg,fg,Y,Y,,Y,fg,cfpl+cdpl,Sorting + Packaging,routed,,,
Royal Delight Stuff Medjoul Dates 21 Pcs,fg,Y,Y,,Y,fg,cfpl,De-seeding + Stuffing + Packaging,routed,,,
Royal Delight Stuffed Medjoul Dates 12 Pcs,fg,Y,Y,,Y,fg,cfpl,De-seeding + Stuffing + Packaging,routed,,,
Royal Delight Stuffed Medjul Large Dates 12 Pieces,fg,Y,Y,,Y,fg,cfpl,De-seeding + Stuffing + Packaging,routed,,,
Royal Delight Zahidi Dates 1 Kg,fg,,,,Y,fg,cfpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Royal Delight Zahidi Dates 900g,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Royal Traditions Almond 100g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Royal Traditions Almonds Salted 100g,fg,Y,Y,Y,Y,fg,cfpl,Sorting + Packaging,routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
Royal Traditions Cashew 100g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Royal Traditions Cashew Black Pepper 100g,fg,Y,Y,Y,Y,fg,cfpl,Sorting + Packaging,routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
Royal Traditions Cashew Salted 100g,fg,Y,Y,Y,Y,fg,cfpl,Sorting + Packaging,routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
Royal Traditions Cranberries Chatpata 100g,fg,Y,Y,Y,Y,fg,cfpl,Flavouring + Packaging,routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
Royal Traditions Mahotsav Dry Fruits 500gm,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
Royal Traditions Plain Raisins 100g,fg,Y,Y,Y,Y,fg,cfpl,Sorting + Packaging,routed,Y,,MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
ROYAL TRADITIONS SHUBHKAMNA-300G (14179),fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
Royal Traditions Tyohar 400gm,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
Royal Traditions Utsav 300g,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
ROYAL TRADITON SNACK MASALA MIX 100G,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
ROYAL TRADITON SNACK MIX CHATPATA-100G,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
Safavi Dates Almond Praline Single Pc,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Safavi Dates Pistachio Praline Single Pc,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Safavi Grade B,rm,,,,Y,rm,cfpl,,n/a,,,
Saffron (Kesar) - Irani,rm,,,Y,Y,rm,cfpl,,n/a,,,
Salt,rm,,,Y,Y,rm,cfpl,,n/a,,,
Salt & Pepper Seasoning,rm,,,Y,Y,rm,cfpl,,n/a,,,
Salt and Pepper Cashew Bulk,fg,Y,Y,Y,Y,fg,cfpl,Flavouring + Roasting +Bulk Packaging,routed,Y,Y,MULTILEVEL_SFG (component+has-BOM)
Salted Caramel Flavour,rm,,,,Y,rm,cfpl,,n/a,,,
Salted Peanuts Split,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Salted Premium Nut Mix,fg,Y,Y,,Y,fg,cfpl,Flavouring (Bulk Packaging,routed,,Y,
Sama (Varai Rice),rm,,,Y,Y,rm,cfpl,,n/a,,,
Sayer Dates,rm,,,Y,Y,rm,cfpl,,n/a,,,
Sayer Dates Pitted,rm,,,,Y,rm,cdpl,,n/a,,,
Sayer Grade B,rm,,,,Y,rm,cfpl,,n/a,,,
Schezwan Seasoning,rm,,,,Y,rm,cfpl,,n/a,,,
Scrap Ajwa,rm,,,,Y,rm,cdpl,,n/a,,,
SCRAP BARHI,rm,,,,Y,rm,cdpl,,n/a,,,
Scrap Deglet,rm,,,,Y,rm,cdpl,,n/a,,,
Scrap Deri,rm,,,,Y,rm,cdpl,,n/a,,,
Scrap Fard,rm,,,,Y,rm,cdpl,,n/a,,,
Scrap Khalas,rm,,,,Y,rm,cdpl,,n/a,,,
Scrap Khanezi,rm,,,,Y,rm,cdpl,,n/a,,,
Scrap Mabroom,rm,,,,Y,rm,cdpl,,n/a,,,
Scrap Maryam,rm,,,,Y,rm,cdpl,,n/a,,,
Scrap Mazafati,rm,,,,Y,rm,cdpl,,n/a,,,
Scrap Medjoul,rm,,,,Y,rm,cdpl,,n/a,,,
Scrap  Safavi,rm,,,,Y,rm,cdpl,,n/a,,,
Scrap Sayar,rm,,,,Y,rm,cdpl,,n/a,,,
Sea Salt Dry - Roasted Macadamia Nuts- Size 1,fg,Y,Y,,Y,fg,cfpl,Flavouring (Bulk Packaging,routed,,,
Seed Mix,fg,Y,Y,,Y,fg,cfpl,Sorting + Roasting (Bulk Packaging,routed,,Y,
Seed Trail Mix,fg,Y,Y,,Y,fg,cfpl,Sorting + Roasting (Bulk Packaging,routed,,Y,
Seedless Chopped Dry Yellow Kharik Dates,rm,,,Y,Y,rm,cfpl+cdpl,,n/a,,,
Seedless Fard Dates 500g,fg,,,,Y,fg,cdpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Seedy Sheid- Lime Chilly 33gm,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
Seedy Sheid- Lime Chilly 35gm,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
Semi Sweet Compound,rm,,,,Y,rm,cfpl,,n/a,,,
Sesame Seeds (White Til),rm,,,Y,Y,rm,cfpl,,n/a,,,
SHAHI JEERA (CUMIN SEEDS),rm,,,Y,Y,rm,cfpl,,n/a,,,
SHAHI UPHAR 300gm,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Shatavari Extract,rm,,,,Y,rm,cfpl,,n/a,,,
SHUBHKAMANYEN 180gm,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
SidCoat H,rm,,,Y,Y,rm,cfpl,,n/a,,,
SIDCOT STARCH,rm,,,Y,Y,rm,cfpl,,n/a,,,
Sidflow22,rm,,,,Y,rm,cfpl,,n/a,,,
SIGNATURE COLLECTIONS 600gm,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Silymarin Extract,rm,,,,Y,rm,cfpl,,n/a,,,
Simply Thandai 1 kg,fg,,,,Y,fg,cfpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Single Safavi Stuffed Dates,fg,Y,Y,,Y,fg,cfpl,De-seeding + Stuffing + Packaging,routed,,Y,
Slivered Almonds,rm,,Y,Y,Y,rm,cfpl,,"MISSING (has BOM recipe, not in FG Master)",Y,,BOM_PARENT_NO_ROUTING; MULTILEVEL_SFG (component+has-BOM); SFG_NOT_IN_WIP_SET
Small Diya,pm,,,Y,Y,pm,cfpl,,n/a,,,
Smoke Paprika Flavour F170,rm,,,,Y,rm,cfpl,,n/a,,,
Smoke Seasoning,rm,,,Y,Y,rm,cfpl,,n/a,,,
Smoked Almonds,fg,Y,Y,,Y,fg,cfpl,Flavouring (Bulk Packaging,routed,,Y,
Smoked Almonds Bulk,fg,Y,Y,Y,Y,fg,cfpl,Flavouring + Roasting +Bulk Packaging,routed,Y,Y,MULTILEVEL_SFG (component+has-BOM)
Smoked Paprika Pecan Nuts Loose,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Smokey BBQ Cashew Bulk,fg,Y,Y,Y,Y,fg,cfpl,Flavouring + Roasting +Bulk Packaging,routed,Y,Y,MULTILEVEL_SFG (component+has-BOM)
Smokey BBQ Coated Peanuts 200g,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
Smokey BBQ Coated Peanuts 70gm,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
Smokey BBQ seasoning,rm,,,Y,Y,rm,cfpl,,n/a,,,
Snack Amor Black Pepper Cashew 170g,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
snack amor Coated Peanuts Pudina Patakha 100g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Snack Amor coated peanuts Tangy Thai 100g,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Snack Amor Cranberry Slice 100 Gm,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Snack Amor Diwali Gift Box 400gm,fg,Y,Y,,Y,fg,cfpl,Sorting + Roasting + Packaging,routed,,,
Snack Amor Dried Apricot 200g,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Snack Amor Dried Blueberry 100g,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Snack Amor Dried Prunes 200g,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Snack Amor Fruit N Nut Mix 200g,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Snack Amor Kalmi Dates 250g,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Snack Amor Macadamia Nuts 100g,fg?,,Y,,,,,,"MISSING (has BOM recipe, not in FG Master)",,,ARTICLE_NOT_IN_CATALOG; BOM_PARENT_NO_ROUTING
Snack Amor Macadamia Nuts 50g,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Snack Amor Omani Dates 250 Gm,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Snack Amor Popcorn Makhana 55 Gm,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
Snack Amor Roasted Cashew 170 Gm,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
"Snack Amor Seed Mix (Unroasted), 175g",fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Snack Amor Trail Mix 175g,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
SnackAmor Dried Blackcurrant 100g,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
SnackAmor Masala Cranberry 150g,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
SnackAmor Paan Raisins 100g,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
SnackAmor Roasted Chia Seeds 200g,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
SnackAmor Roasted Pumpkin Seeds 200g,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
SnackAmor Roasted Salted Almonds 170g,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
SnackAmor Roasted Salted Pistachio 170g,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
SnackAmor Seed Mix 175g,fg,,Y,,Y,fg,cfpl,,"MISSING (has BOM recipe, not in FG Master)",,,BOM_PARENT_NO_ROUTING; CATALOG_FG_NOT_IN_FG_MASTER
Snackania Afghan Black Raisins 230g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Snackania Afghan Green Raisins 230g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Snackania Ajwa Dates 480g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Snackania American Almonds 480g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Snackania Blueberry 230g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Snackania California Pistachio Roasted & Salted 230g,fg,Y,Y,,Y,fg,cfpl,Flavouring + Packaging,routed,,,
Snackania California Walnut Kernel 800g,fg,,,,Y,fg,cfpl,,n/a,,,CATALOG_FG_NOT_IN_FG_MASTER
Snackania Cashew 480g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
Snackania Chile Walnut Kernel 230g,fg,Y,Y,,Y,fg,cfpl,Sorting + Packaging,routed,,,
